Ward,Suburb,Property_Code,Park_Name,Node_Id,Node_Name,Item_Id,Item_Type,Item_Description,Easting,Northing,Long,Lat
JAMBOREE,OXLEY,D2176,FORT ROAD BUSHLANDS,30968,FORT RD PICNIC AREA,148247,TAP COMBINATION,Bubbler & 2 taps,496574,6953011,152.9652996,-27.54668973
JAMBOREE,RIVERHILLS,D1102,TIGRIS STREET PARK,16125,TIGRIS ST DOG OFF LEASH AREA,30120,TAP COMBINATION,Bubbler & Tap,490959,6951729,152.9084183,-27.55823763
JAMBOREE,RIVERHILLS,D1428,KARUMBA PLACE PARK,16012,DAINTREE PL PLAYGROUND,43972,BUBBLER/DRINKING FOUNTAIN,Bubbler,490446,6951588,152.9032207,-27.55950704
JAMBOREE,RIVERHILLS,D2031,WOLSTON CREEK BUSHLAND RESERVE,15938,BALANCE OF PARK,41577,TAP COMBINATION,Bubbler & Tap,490404,6950886,152.9027897,-27.56584429
JAMBOREE,RIVERHILLS,D2031,WOLSTON CREEK BUSHLAND RESERVE,15938,BALANCE OF PARK,45867,TAP COMBINATION,Bubbler & Tap,490416,6951143,152.9029133,-27.56352422
JAMBOREE,SINNAMON PARK,D0793,PORTADOWN PARK,16092,RADCLIFFE ST PLAYGROUND,131995,TAP COMBINATION,NULL,494582,6952923,152.9451232,-27.54747768
JAMBOREE,SINNAMON PARK,D0919,AVONDALE PARK,16056,AVONDALE PK PLAYGROUND & HALF COURT,35980,BUBBLER/DRINKING FOUNTAIN,Bubbler,494576,6953279,152.945064,-27.54426373
JAMBOREE,SINNAMON PARK,D0919,AVONDALE PARK,16059,BALANCE OF PARK,131904,TAP COMBINATION,NULL,494549,6953186,152.9447901,-27.54510322
JAMBOREE,SINNAMON PARK,D0919,AVONDALE PARK,16056,AVONDALE PK PLAYGROUND & HALF COURT,131976,TAP COMBINATION,Bubbler & Tap,494590,6953246,152.9452057,-27.54456171
JAMBOREE,SINNAMON PARK,D1085,ROSEMOUNT PARK,16138,BALANCE OF PARK,131927,TAP COMBINATION,NULL,494945,6952785,152.9487993,-27.54872494
JAMBOREE,SINNAMON PARK,D1085,ROSEMOUNT PARK,30872,ROSEMOUNT PARK PICNIC AREA,131937,TAP COMBINATION,Bubbler & Tap,494986,6952832,152.9492148,-27.54830078
JAMBOREE,SINNAMON PARK,D1085,ROSEMOUNT PARK,16138,BALANCE OF PARK,131920,TAP COMBINATION,Bubbler & Tap,495108,6952872,152.9504506,-27.54794011
JAMBOREE,SINNAMON PARK,D1823,WINDERMERE AVENUE PARK (NO.82),24110,STAVELEY CLOSE DOG OFF LEASH AREA,131831,TAP COMBINATION,"Bubbler, tap & dog bowl",495589,6953836,152.955326,-27.53923887
JAMBOREE,SINNAMON PARK,D1824,THOMAS MACLEOD AVENUE PARK,15951,BALANCE OF PARK,130985,TAP COMBINATION,NULL,495167,6954467,152.9510546,-27.53354083
JAMBOREE,SVTN MILE ROCKS,D1224,MCPHERSON ROAD PARK,21905,BARKLYA CRES PLAYGROUND,48624,TAP COMBINATION,"Bubbler, tap & dog bowl",495400,6952773,152.9534078,-27.54883489
JAMBOREE,SVTN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,15969,BALANCE OF PARK,122621,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,495966,6953469,152.959143,-27.54255328
JAMBOREE,SVTN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,15969,BALANCE OF PARK,122628,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,495985,6953609,152.9593359,-27.54128944
JAMBOREE,SVTN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,15969,BALANCE OF PARK,122631,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,496028,6953543,152.9597712,-27.5418854
JAMBOREE,SVTN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,15969,BALANCE OF PARK,122689,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,496051,6953416,152.9600037,-27.54303201
JAMBOREE,SVTN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,15971,ROCKS RIVERSIDE PK METROPOLITAN  PLAYGROUND & PICNIC FACILITIES,36229,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,496103,6953499,152.9605307,-27.54228285
JAMBOREE,SVTN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,24006,RRP WATERPLAY TOILET,122750,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,496119,6953382,152.9606923,-27.54333916
JAMBOREE,SVTN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,15969,BALANCE OF PARK,122710,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,496159,6953512,152.9610979,-27.54216565
JAMBOREE,SVTN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,19764,RRP GREAT LAWN EVENT SPACE,122698,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,496174,6953420,152.9612495,-27.54299625
JAMBOREE,SVTN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,15969,BALANCE OF PARK,122711,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,496201,6953547,152.9615234,-27.54184979
JAMBOREE,SVTN MILE ROCKS,D1845,ROCKS RIVERSIDE PARK,19764,RRP GREAT LAWN EVENT SPACE,122725,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,496306,6953417,152.9625864,-27.5430237
JAMBOREE,WESTLAKE,D1261,BARCOORAH STREET PARK,16007,BALANCE OF PARK,149096,TAP COMBINATION,Bubbler & 2 taps,490663,6952818,152.9054284,-27.54840427
JAMBOREE,WESTLAKE,D1544,WENDOUREE CRESCENT PARK,16055,WENDOUREE CRES PLAYGROUND,41885,BUBBLER/DRINKING FOUNTAIN,Bubbler,490567,6953096,152.9044582,-27.54589386
JAMBOREE,WESTLAKE,D1936,SEABROOK CIRCUIT PARK,30934,SEABROOK CIRCUIT PICNIC AREA,142552,TAP COMBINATION,Bubbler & 2 taps,491567,6952591,152.9145831,-27.55045953
PULLENVALE,ANSTEAD,D0709,ANSTEAD BUSHLAND RESERVE,24549,ANSTEAD QUARRY LOOKOUT,110128,TAP COMBINATION,Bubbler & 2 taps,485666,6953095,152.8548187,-27.5458599
PULLENVALE,ANSTEAD,D0709,ANSTEAD BUSHLAND RESERVE,21763,ANSTEAD BUSHLAND RES PICNIC AREA,48295,TAP COMBINATION,Bubbler/tap/dog bowl,486299,6953390,152.8612333,-27.54320323
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,18084,BELLBOWRIE SWIMMING POOL,122807,BUBBLER/DRINKING FOUNTAIN,Bubbler,489148,6951100,152.890068,-27.56390285
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,18093,SUGARWOOD RD PLAYGROUND,41384,BUBBLER/DRINKING FOUNTAIN,Bubbler,489294,6950963,152.8915457,-27.56514083
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,18080,LIONS PK PLAYGROUND,41377,BUBBLER/DRINKING FOUNTAIN,Bubbler,489551,6951270,152.8941519,-27.56237128
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,18085,BOOKER PL PK DOG OFF LEASH AREA (BIRKIN RD),28925,TAP COMBINATION,Bubbler & Tap,489496,6951358,152.8935955,-27.56157641
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,18085,BOOKER PL PK DOG OFF LEASH AREA (BIRKIN RD),14442,TAP COMBINATION,Bubbler & Tap,489514,6951248,152.8937769,-27.56256961
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,18092,BOOKER PLACE SKATE FACILITY,43582,TAP COMBINATION,Bubbler & Tap,489587,6951016,152.8945144,-27.56466464
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,18085,BOOKER PL PK DOG OFF LEASH AREA (BIRKIN RD),43576,TAP COMBINATION,"Bubbler, tap & dog bowl",489610,6951075,152.8947479,-27.56413217
PULLENVALE,BELLBOWRIE,D0675,DIOSMA STREET PARK,18069,MAZZARD ST PLAYGROUND,119894,TAP COMBINATION,2 taps 1 fountain,488374,6951606,152.8822321,-27.55932833
PULLENVALE,BELLBOWRIE,D1090,FIDDLEWOOD CRESCENT PARK,30291,FIDDLEWOOD CRES PICNIC AREA,119946,TAP COMBINATION,2 taps 1 fountain,488068,6950781,152.8791243,-27.56677364
PULLENVALE,BELLBOWRIE,D1119,PIONEER CRESCENT PARK,18026,PIONEER CRES DOG OFF LEASH AREA,120007,TAP COMBINATION,Bubbler & 2 taps,487390,6951366,152.872262,-27.56148621
PULLENVALE,BELLBOWRIE,D1229,LATHER ROAD PARK,17949,BALANCE OF PARK,119971,TAP COMBINATION,1 tap 1 fountain,490376,6952289,152.9025172,-27.55317801
PULLENVALE,BROOKFIELD,D0267,THE RAFTING GROUND PARK,18154,BALANCE OF PARK,180952,BUBBLER/DRINKING FOUNTAIN,NULL,492418,6955945,152.9232238,-27.52018499
PULLENVALE,BROOKFIELD,D0267,THE RAFTING GROUND PARK,18158,THE RAFTING GND PK PICNIC AREA,21115,TAP COMBINATION,Bubbler & Tap,492421,6955952,152.9232543,-27.52012181
PULLENVALE,BROOKFIELD,D0272,DEERHURST ROAD PARK,18135,BALANCE OF PARK,43569,TAP COMBINATION,Bubbler & Tap,491942,6958704,152.9184222,-27.49527419
PULLENVALE,BROOKFIELD,D0273,BROOKFIELD RECREATION RESERVE,18131,BALANCE OF PARK,179626,TAP COMBINATION,NULL,491207,6958968,152.9109831,-27.49288625
PULLENVALE,BROOKFIELD,D0273,BROOKFIELD RECREATION RESERVE,29059,BROOKFIELD REC RES (CEMETERY) PICNIC AREA,80063,TAP COMBINATION,Bubbler & 2 taps,491256,6959015,152.9114795,-27.49246225
PULLENVALE,BROOKFIELD,D1230,BOYD TERRACE PARK,17946,REES WAY PICNIC AREA,31367,TAP COMBINATION,Bubbler & Tap,491561,6957655,152.9145577,-27.50474218
PULLENVALE,BROOKFIELD,D1424,BLACKBUTT PLACE PARK,17929,BALANCE OF PARK,86787,TAP COMBINATION,Bubbler & 2 taps,492592,6957532,152.9249955,-27.50585864
PULLENVALE,BROOKFIELD,D1424,BLACKBUTT PLACE PARK,26885,KENSINGTON CIRCUIT DOG OFF LEASH AREA,87067,TAP COMBINATION,Bubbler & 2 taps,493129,6957768,152.9304338,-27.50373087
PULLENVALE,CHAPEL HILL,D0807,GOOLMAN STREET PARK,18008,BALANCE OF PARK,10577,TAP COMBINATION,Bubbler & Tap,494038,6958256,152.9396395,-27.49932953
PULLENVALE,CHAPEL HILL,D0858,MERRI MERRI PARK,32983,GREENFORD ST HALF COURT,42061,BUBBLER/DRINKING FOUNTAIN,Bubbler,494014,6959821,152.9394043,-27.48520067
PULLENVALE,CHAPEL HILL,D1078,CICADA PARK,31957,CICADA PK PICNIC AREA,21822,TAP COMBINATION,Bubbler & Tap,494280,6958701,152.9420917,-27.49531313
PULLENVALE,CHUWAR,D1939,MT CROSBY SPORTSGROUND,22863,MT CROSBY SPORTSGROUND PICNIC AREA,121171,TAP COMBINATION,Bubbler & 2 taps,479817,6953686,152.7955875,-27.54044995
PULLENVALE,CHUWAR,D1939,MT CROSBY SPORTSGROUND,30333,MT CROSBY SPORTSGROUND PLAYGROUND PICNIC AREA,52079,TAP COMBINATION,Bubbler & tap,479875,6953819,152.7961771,-27.53925011
PULLENVALE,CHUWAR,D1939,MT CROSBY SPORTSGROUND,17799,BALANCE OF PARK,121158,TAP COMBINATION,Bubbler & 2 taps,479882,6953723,152.7962464,-27.54011688
PULLENVALE,CHUWAR,D1939,MT CROSBY SPORTSGROUND,17799,BALANCE OF PARK,121205,TAP COMBINATION,Bubbler & Tap,479891,6953807,152.7963389,-27.53935868
PULLENVALE,KARANA DOWNS,D1886,KOOKABURRA PARK - WEST,23063,KOOKABURRA PK WEST PERFORMANCE SPACE,35549,TAP COMBINATION,Bubbler & Tap,483931,6953326,152.8372489,-27.543755
PULLENVALE,KARANA DOWNS,D1886,KOOKABURRA PARK - WEST,29085,ENTRANCE PICNIC AREA,28044,TAP COMBINATION,Bubbler & Tap,484067,6953336,152.8386265,-27.54366633
PULLENVALE,KARANA DOWNS,D1886,KOOKABURRA PARK - WEST,29085,ENTRANCE PICNIC AREA,80106,TAP COMBINATION,Bubbler & 2 taps,484068,6953317,152.8386364,-27.54383787
PULLENVALE,KARANA DOWNS,D1886,KOOKABURRA PARK - WEST,17873,BALANCE OF PARK,86333,TAP COMBINATION,Bubbler & 2 taps,484159,6953345,152.8395584,-27.54358616
PULLENVALE,KARANA DOWNS,D1886,KOOKABURRA PARK - WEST,17877,RIVERSIDE PICNIC & FISHING PRECINCT,86358,TAP COMBINATION,Bubbler & 2 taps,484188,6953690,152.8398566,-27.54047188
PULLENVALE,KARANA DOWNS,D1886,KOOKABURRA PARK - WEST,17872,KARANA DISTRICT KAYAK FACILITY,86331,TAP COMBINATION,Bubbler & 2 taps,484200,6953393,152.8399743,-27.5431533
PULLENVALE,KARANA DOWNS,D1886,KOOKABURRA PARK - WEST,17870,KOOKABURRA PK WEST DOG OFF LEASH AREA,30665,TAP COMBINATION,"Bubbler, tap & dog bowl",484204,6953324,152.8400139,-27.54377627
PULLENVALE,KARANA DOWNS,D1888,HERITAGE PARK,17860,HERITAGE PK PLAYGROUND,27994,TAP COMBINATION,Bubbler & Tap,483420,6953321,152.8320733,-27.54379398
PULLENVALE,KARANA DOWNS,D1897,ILLAWONG RESERVE,17830,THE LIONS RUGBY UNION & CRICKET FACILITY,86166,TAP COMBINATION,Bubbler & 2 taps,482035,6952254,152.8180299,-27.55340904
PULLENVALE,KARANA DOWNS,D1901,KUPI PARK,17812,LIONS NATURE TRAIL BUSHCARE GP RESTORATION SITE (PART),35580,TAP COMBINATION,Bubbler & Tap,482438,6953877,152.8221355,-27.53876213
PULLENVALE,KARANA DOWNS,D1901,KUPI PARK,26582,LIONS NATURE TRAIL,86143,TAP COMBINATION,Bubbler & Tap,482633,6953584,152.8241062,-27.5414098
PULLENVALE,KENMORE,D0265,DUMBARTON DRIVE PARK,18166,FORTROSE ST PLAYGROUND,93332,TAP COMBINATION,Bubbler & 2 taps,492894,6956920,152.9280496,-27.51138535
PULLENVALE,KENMORE,D0266,BROOKFIELD ROAD PARK,18160,BROOKFIELD RD PLAYGROUND,27967,TAP COMBINATION,Bubbler & Tap,493385,6957550,152.9330246,-27.50570023
PULLENVALE,KENMORE,D0642,CROMARTY STREET PARK,18097,BALANCE OF PARK,1587,TAP COMBINATION,Bubbler & Tap,493164,6956722,152.9307823,-27.51317426
PULLENVALE,KENMORE,D0745,WAL COCKING PARK,18019,BALANCE OF PARK,17782,BUBBLER/DRINKING FOUNTAIN,Bubbler,493929,6957330,152.9385313,-27.50768892
PULLENVALE,KENMORE,D0958,TWILIGHT STREET PARK,29491,TWILIGHT ST PICNIC AREA,8963,TAP COMBINATION,Bubbler & Tap,493481,6955703,152.9339866,-27.52237527
PULLENVALE,KENMORE,D1189,GUBBERLEY STREET PARK,17913,BALANCE OF PARK,81164,TAP COMBINATION,Bubbler & Tap,494440,6956935,152.9437034,-27.51125714
PULLENVALE,KENMORE,D1333,HENRY CLARKSON PARK,17921,BALANCE OF PARK,93744,TAP COMBINATION,Bubbler & 2 taps,494656,6956292,152.9458876,-27.51706297
PULLENVALE,KENMORE,D1515,AKUNA STREET PARK,17907,AKUNA ST PLAYGROUND,93700,TAP COMBINATION,Bubbler & 2 taps,495224,6956945,152.9516416,-27.51116985
PULLENVALE,KENMORE,D1720,PALM STREET PARK,17777,PALM ST PLAYGROUND,93280,TAP COMBINATION,Bubbler & 2 taps,493399,6956522,152.9331607,-27.51498101
PULLENVALE,KENMORE HILLS,D0743,CREEKSIDE STREET PARK,18105,CREEKSIDE ST PLAYGROUND,17700,TAP COMBINATION,Bubbler & 2 taps,491948,6957786,152.9184768,-27.50356187
PULLENVALE,KENMORE HILLS,D0816,MIRBELIA STREET PARK,18002,MIRBELIA ST PLAYGROUND,28919,TAP COMBINATION,Bubbler & Tap,493872,6957705,152.9379561,-27.50430319
PULLENVALE,KENMORE HILLS,D1033,TUCKETT STREET PARK,18059,TUCKETT ST PLAYGROUND,21396,TAP COMBINATION,Bubbler & Tap,492649,6957867,152.9255746,-27.50283459
PULLENVALE,KENMORE HILLS,D1033,TUCKETT STREET PARK,18059,TUCKETT ST PLAYGROUND,192389,TAP COMBINATION,Bubbler & 2 taps,492682,6957836,152.9259086,-27.50311463
PULLENVALE,MOGGILL,D1699,LIVESAY ROAD PARK,17781,BALANCE OF PARK,86547,TAP COMBINATION,Bubbler & Tap,488669,6950527,152.8852103,-27.56907188
PULLENVALE,MOGGILL,D2613,WESTAWAY PARK,30152,PINEAPPLE FARM PICNIC AREA,135806,BUBBLER/DRINKING FOUNTAIN,Disabled access fountain,487444,6950330,152.8727983,-27.57083955
PULLENVALE,MOGGILL,D2613,WESTAWAY PARK,23585,BALANCE OF PARK,135769,BUBBLER/DRINKING FOUNTAIN,Disabled access fountain,487502,6950439,152.873387,-27.56985606
PULLENVALE,MOGGILL,D3055,LANCEWOOD PLACE PARK,33669,BALANCE OF PARK,192323,BUBBLER/DRINKING FOUNTAIN,Bubbler,486983,6950762,152.8681327,-27.56693517
PULLENVALE,MOGGILL,D3122,JARRAH STREET PARK,33671,BALANCE OF PARK,192292,BUBBLER/DRINKING FOUNTAIN,Bubbler,487094,6950054,152.8692496,-27.57332794
PULLENVALE,MT CROSBY,D1894,PLATYPUS PARK,29087,PLATYPUS PK PICNIC AREA,80109,TAP COMBINATION,Bubbler & 2 taps,482024,6955496,152.8179667,-27.52414059
THE GAP,ASHGROVE,D0161,DORRINGTON PARK,19439,ENCHANTED FOREST DISTRICT PLAYGROUND,5288,TAP COMBINATION,Bubbler & Tap,498584,6964930,152.9856719,-27.43908908
THE GAP,ASHGROVE,D0161,DORRINGTON PARK,19437,MIRRABOOKA RD PICNIC AREA,94990,TAP COMBINATION,Bubbler & 2 taps,498600,6964894,152.9858338,-27.4394141
THE GAP,ASHGROVE,D0161,DORRINGTON PARK,19446,FRASERS RD PICNIC AREA,95086,TAP COMBINATION,Bubbler & 2 taps,498791,6964915,152.9877665,-27.4392247
THE GAP,ASHGROVE,D0186,ASHGROVE SPORTSGROUND PARK,19575,GPS OLD BOYS RUFC & VALLEY DISTRICT CRICKET FACILITY,17659,BUBBLER/DRINKING FOUNTAIN,Bubbler,497390,6964741,152.9735898,-27.44079361
THE GAP,ASHGROVE,D0186,ASHGROVE SPORTSGROUND PARK,19576,BALANCE OF PARK,95144,TAP COMBINATION,Bubbler & 2 taps,497500,6964754,152.9747029,-27.44067645
THE GAP,ASHGROVE,D0187,STEWART PLACE PARK,19567,BALANCE OF PARK,17684,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,499196,6964246,152.9918641,-27.44526474
THE GAP,ASHGROVE,D0190,SEILS PARK,19555,SEILS PK PLAYGROUND,42756,TAP COMBINATION,Bubbler & Tap,499769,6965046,152.9976626,-27.43804254
THE GAP,ASHGROVE,D0193,TENNIS AVENUE PARK,22443,TENNIS AVE PICNIC AREA,95543,TAP COMBINATION,Bubbler & 2 taps,500188,6964465,153.0019024,-27.44328783
THE GAP,ASHGROVE,D0194,CORBIE STREET PARK,29477,RALEIGH PDE PICNIC AREA,81123,TAP COMBINATION,Bubbler & 2 taps,499993,6964912,152.9999292,-27.43925232
THE GAP,ASHGROVE,D0869,MONOPLANE STREET PARK,19321,MONOPLANE ST BMX FACILITY,44780,TAP COMBINATION,Bubbler & Tap,497357,6963525,152.9732532,-27.45177161
THE GAP,ASHGROVE,D0869,MONOPLANE STREET PARK,19316,MONOPLANE ST DOG OFF LEASH AREA,95381,TAP COMBINATION,Bubbler & 2 taps,497428,6963560,152.9739718,-27.45145577
THE GAP,ASHGROVE,D0869,MONOPLANE STREET PARK,19316,MONOPLANE ST DOG OFF LEASH AREA,95390,TAP COMBINATION,Bubbler & 2 taps,497451,6963458,152.9742043,-27.45237667
THE GAP,ASHGROVE,D1095,WILCANNIA PARK,19393,WILCANNIA PK PICNIC AREA,11708,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,496777,6963786,152.9673844,-27.44941405
THE GAP,ASHGROVE,D1303,AMARINA AVENUE PARK (ROAD RESERVE),19267,AMARINA AVE PLAYGROUND,4002,TAP COMBINATION,Bubbler & Tap,498753,6964424,152.9873815,-27.44365742
THE GAP,ASHGROVE,D1400,JALOON STREET PARK,19289,JALOON ST PLAYGROUND,95354,TAP COMBINATION,Bubbler & 2 taps,497656,6963723,152.9762794,-27.44998462
THE GAP,ASHGROVE,D1710,ST JOHNS AVENUE PARK (NOS.7-27),19204,ST JOHNS AVE PLAYGROUND,95197,TAP COMBINATION,Bubbler & 2 taps,497462,6964398,152.9743176,-27.44389035
THE GAP,ASHGROVE,D1710,ST JOHNS AVENUE PARK (NOS.7-27),29513,ENOGGERA CK PICNIC AREA,27651,TAP COMBINATION,Bubbler & Tap,497521,6964429,152.9749147,-27.44361059
THE GAP,BARDON,D0178,BOWMAN PARK,19618,BARDON LATROBE JR SOCCER & SPORTING FACILITY,33219,TAP COMBINATION,Bubbler & Tap,497668,6962864,152.9763992,-27.4577397
THE GAP,BARDON,D0178,BOWMAN PARK,19618,BARDON LATROBE JR SOCCER & SPORTING FACILITY,42605,TAP COMBINATION,Bubbler & Tap,497668,6962863,152.9763992,-27.45774872
THE GAP,BARDON,D0178,BOWMAN PARK,19620,DAVID AVE PLAYGROUND,110965,TAP COMBINATION,Bubbler & 2 taps,497690,6962962,152.9766221,-27.45685499
THE GAP,BARDON,D0178,BOWMAN PARK,19621,BALANCE OF PARK,111121,TAP COMBINATION,Bubbler & 2 taps,497804,6962728,152.9777754,-27.45896773
THE GAP,BARDON,D0178,BOWMAN PARK,23745,BOWMAN PK FITNESS STATION,12523,TAP COMBINATION,Bubbler & Tap,497822,6962939,152.9779579,-27.45706285
THE GAP,BARDON,D0178,BOWMAN PARK,19621,BALANCE OF PARK,44705,TAP COMBINATION,Bubbler & Tap,497832,6962724,152.9780587,-27.45900389
THE GAP,BARDON,D0178,BOWMAN PARK,19625,SIMPSONS RD PICNIC AREA,44725,TAP COMBINATION,Bubbler & Tap,497832,6962724,152.9780587,-27.45900389
THE GAP,BARDON,D0182,JUBILEE PARK,19600,JUBILEE PK PLAYGROUND,69729,TAP COMBINATION,Bubbler & Tap,498154,6963483,152.9813187,-27.45215211
THE GAP,BARDON,D0183,FLETCHER PARADE PARK (NOS.161-231),19595,FLETCHER PDE PICNIC AREA,111182,TAP COMBINATION,Bubbler & 2 taps,498107,6963551,152.9808432,-27.45153814
THE GAP,BARDON,D0183,FLETCHER PARADE PARK (NOS.161-231),19591,BARDON LIONS PK PLAYGROUND,111149,TAP COMBINATION,Bubbler & 2 taps,498161,6963585,152.9813897,-27.45123126
THE GAP,ENOGGERA RESVR,D2332,ENOGGERA RESERVOIR PARK,33657,BALANCE OF PARK,191414,BUBBLER/DRINKING FOUNTAIN,NULL,492758,6964631,152.9267186,-27.44176992
THE GAP,NEWMARKET,D1316,FREE STREET PARK,29395,FREE ST PICNIC AREA,80874,TAP COMBINATION,Bubbler & Tap,500277,6964344,153.002803,-27.44438021
THE GAP,RED HILL,D0191,GILBERT PARK,12489,KENWYN RD DOG OFF LEASH AREA,38021,TAP COMBINATION,"Bubbler, tap & dog bowl",499718,6963792,152.9971463,-27.44936367
THE GAP,RED HILL,D0191,GILBERT PARK,12491,KENWYN RD PLAYGROUND,31658,TAP COMBINATION,Bubbler & Tap,499738,6963822,152.9973487,-27.44909284
THE GAP,RED HILL,D0192,WOOLCOCK PARK,26662,WOOLCOCK PK PICNIC AREA,36819,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,499895,6963852,152.9989374,-27.44882202
THE GAP,RED HILL,D0192,WOOLCOCK PARK,12476,WOOLCOCK PK PLAYGROUND,28722,BUBBLER/DRINKING FOUNTAIN,Bubbler - Disabled Access,499919,6963787,152.9991803,-27.44940884
THE GAP,RED HILL,D0192,WOOLCOCK PARK,12479,BALANCE OF PARK,22925,TAP COMBINATION,Bubbler & 2 taps,499916,6963832,152.99915,-27.44900258
THE GAP,RED HILL,D0192,WOOLCOCK PARK,12479,BALANCE OF PARK,22924,TAP COMBINATION,Bubbler & 2 taps,499923,6963753,152.9992208,-27.44971579
THE GAP,THE GAP,D0140,PATEN PARK,19511,PATEN PK DOG OFF LEASH AREA,30689,TAP COMBINATION,"Bubbler, tap & dog bowl",495298,6963493,152.9524163,-27.45205495
THE GAP,THE GAP,D0140,PATEN PARK,19511,PATEN PK DOG OFF LEASH AREA,52744,TAP COMBINATION,Bubbler & 2 taps,495342,6963531,152.9528617,-27.45171204
THE GAP,THE GAP,D0140,PATEN PARK,19514,PATEN PK PLAYGROUND,17059,TAP COMBINATION,Bubbler & Tap,495377,6963540,152.953216,-27.45163091
THE GAP,THE GAP,D0141,ALFRED & LUCINDA BEST PARK,29149,ALFRED & LUCINDA BEST PK ACTIVITY SPACE,88709,TAP COMBINATION,Bubbler & 2 taps,495431,6963858,152.9537636,-27.44876018
THE GAP,THE GAP,D0155,CORRAMULLING PARK,19470,YOORALA ST PLAYGROUND,48583,TAP COMBINATION,Bubbler & 2 taps,493177,6963913,152.9309544,-27.4482542
THE GAP,THE GAP,D0155,CORRAMULLING PARK,30187,CORRAMULLING PK HALF COURT,22458,TAP COMBINATION,Bubbler & Tap,494206,6963748,152.9413666,-27.4497486
THE GAP,THE GAP,D0160,WALTON BRIDGE RESERVE,19450,BALANCE OF PARK,42881,TAP COMBINATION,Bubbler & Tap,495457,6964196,152.954028,-27.4457088
THE GAP,THE GAP,D0160,WALTON BRIDGE RESERVE,19454,POLICE STATION PICNIC AREA,45873,TAP COMBINATION,Bubbler & Tap,495465,6964310,152.9541094,-27.44467963
THE GAP,THE GAP,D0160,WALTON BRIDGE RESERVE,19454,POLICE STATION PICNIC AREA,42882,TAP COMBINATION,Bubbler & Tap,495481,6964287,152.9542712,-27.44488733
THE GAP,THE GAP,D0160,WALTON BRIDGE RESERVE,19748,WATERWORKS RD PICNIC AREA,5188,TAP COMBINATION,Bubbler & Tap,495566,6964291,152.9551314,-27.4448515
THE GAP,THE GAP,D0160,WALTON BRIDGE RESERVE,19450,BALANCE OF PARK,44647,TAP COMBINATION,Bubbler & Tap,495566,6964187,152.955131,-27.44579041
THE GAP,THE GAP,D0637,WITTONGA PARK,19405,ALUTHA RD DOG OFF LEASH AREA,44777,TAP COMBINATION,"Bubbler, tap & dog bowl",493276,6964861,152.9319615,-27.43969614
THE GAP,THE GAP,D0637,WITTONGA PARK,19405,ALUTHA RD DOG OFF LEASH AREA,29910,TAP COMBINATION,Bubbler & Tap,493306,6964832,152.9322649,-27.4399581
THE GAP,THE GAP,D0637,WITTONGA PARK,19408,BALANCE OF PARK,88304,TAP COMBINATION,Bubbler & 2 taps,493362,6964849,152.9328316,-27.43980489
THE GAP,THE GAP,D0637,WITTONGA PARK,19408,BALANCE OF PARK,80309,TAP COMBINATION,Bubbler & 2 taps,493500,6964954,152.9342286,-27.43885762
THE GAP,THE GAP,D0637,WITTONGA PARK,19408,BALANCE OF PARK,32189,TAP COMBINATION,Bubbler & Tap,493547,6964921,152.934704,-27.43915577
THE GAP,THE GAP,D0786,TILQUIN STREET PARK,19351,TILQUIN ST PLAYGROUND,88368,TAP COMBINATION,Bubbler & 2 taps,494648,6965214,152.945846,-27.43651533
THE GAP,THE GAP,D0851,RON WARD PARK,19337,RON WARD PK PLAYGROUND,88358,TAP COMBINATION,Bubbler & Tap,494264,6965716,152.9419629,-27.43198169
